H,連系線確保量,対象年月,ブロック数,取引期間,,
20250312B07,中部,北陸,270,0,0,0
20250312B07,北陸,関西,900,1450,0,0
20250312B07,関西,中国,2982,2192.5,80.472,0
20250312B07,関西_関西-中国間(東),中国_関西-中国間(東),2982,2192.5,80.472,0
20250312B07,関西_関西-中国間(西),中国_関西-中国間(西),2982,2192.5,80.472,0
20250312B07,関西,四国,0,0,0,0
20250312B07,中国,四国,560,888,0,0
20250312B07,中国,九州,429,0,275,0
20250312B08,北海道,東北,0,0,0,0
20250312B08,東北,東京,0,2124,0,0
20250312B08,東京,中部,0,0,0,0
20250312B08,中部,関西,954,0,0,0
20250312B08,中部,北陸,0,0,0,0
20250312B08,北陸,関西,1052,750,0,0
20250312B08,関西,中国,2982,2239,0,0
20250312B08,関西_関西-中国間(東),中国_関西-中国間(東),2982,2239,0,0
20250312B08,関西_関西-中国間(西),中国_関西-中国間(西),2982,2239,0,0
20250312B08,関西,四国,0,0,0,0
20250312B08,中国,四国,332,924,0,0
20250312B08,中国,九州,379,0,0,0
20250313B01,北海道,東北,0,0,0,0
20250313B01,東北,東京,0,2124,0,0
20250313B01,東京,中部,0,0,0,0
20250313B01,中部,関西,924,0,0,0
20250313B01,中部,北陸,0,0,0,0
20250313B01,北陸,関西,1349,750,0,0
20250313B01,関西,中国,2982,2053,0,0
20250313B01,関西_関西-中国間(東),中国_関西-中国間(東),2982,2053,0,0
20250313B01,関西_関西-中国間(西),中国_関西-中国間(西),2982,2053,0,0
20250313B01,関西,四国,0,0,0,0
20250313B01,中国,四国,0,1008,0,0
20250313B01,中国,九州,369,0,0,0
20250313B02,北海道,東北,0,0,0,0
20250313B02,東北,東京,0,2124,0,0
20250313B02,東京,中部,0,0,0,0
20250313B02,中部,関西,1034,0,0,0
20250313B02,中部,北陸,0,0,0,0
20250313B02,北陸,関西,1330,750,0,0
20250313B02,関西,中国,2982,2332,0,0
20250313B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,2332,0,0
20250313B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,2332,0,0
20250313B02,関西,四国,0,0,0,0
20250313B02,中国,四国,0,1080,0,0
20250313B02,中国,九州,409,0,0,0
20250313B03,北海道,東北,0,0,0,0
20250313B03,東北,東京,0,2124,0,0
20250313B03,東京,中部,0,0,0,0
20250313B03,中部,関西,794,0,0,0
20250313B03,中部,北陸,0,0,0,0
20250313B03,北陸,関西,1147,750,0,0
20250313B03,関西,中国,2982,1355.5,0,0
20250313B03,関西_関西-中国間(東),中国_関西-中国間(東),2982,1355.5,0,0
20250313B03,関西_関西-中国間(西),中国_関西-中国間(西),2982,1355.5,0,0
20250313B03,関西,四国,0,0,0,0
20250313B03,中国,四国,132,1056,0,0
20250313B03,中国,九州,229,0,0,0
20250313B04,北海道,東北,0,0,0,0
20250313B04,東北,東京,0,2124,0,0
20250313B04,東京,中部,0,0,0,0
20250313B04,中部,関西,544,0,0,0
20250313B04,中部,北陸,0,0,0,0
20250313B04,北陸,関西,1109,1450,0,0
20250313B04,関西,中国,2982,425.5,0,0
20250313B04,関西_関西-中国間(東),中国_関西-中国間(東),2982,425.5,0,0
20250313B04,関西_関西-中国間(西),中国_関西-中国間(西),2982,425.5,0,0
20250313B04,関西,四国,0,0,0,0
20250313B04,中国,四国,410,588,0,0
20250313B04,中国,九州,149,50,0,0
20250313B05,北海道,東北,0,0,0,0
20250313B05,東北,東京,0,2124,0,135
20250313B05,東京,中部,0,0,0,0
20250313B05,中部,関西,504,0,0,0
20250313B05,中部,北陸,270,0,0,0
20250313B05,北陸,関西,1090,1450,6,0
20250313B05,関西,中国,2982,193,82.89,0
20250313B05,関西_関西-中国間(東),中国_関西-中国間(東),2982,193,82.89,0
20250313B05,関西_関西-中国間(西),中国_関西-中国間(西),2982,193,82.89,0
20250313B05,関西,四国,0,0,0,0
20250313B05,中国,四国,698,384,0,9.2
20250313B05,中国,九州,149,0,0,0
20250313B06,北海道,東北,0,10,0,0
20250313B06,東北,東京,0,2124,0,60
20250313B06,東京,中部,0,0,0,0
20250313B06,中部,関西,694,0,0,0
20250313B06,中部,北陸,270,0,0,0
20250313B06,北陸,関西,976,1450,7,0
20250313B06,関西,中国,2982,565,175.02,8
20250313B06,関西_関西-中国間(東),中国_関西-中国間(東),2982,565,175.02,8
20250313B06,関西_関西-中国間(西),中国_関西-中国間(西),2982,565,175.02,8
20250313B06,関西,四国,0,0,0,0
20250313B06,中国,四国,374,624,0,40.02
20250313B06,中国,九州,189,0,143,0
20250313B07,北海道,東北,0,0,0,0
20250313B07,東北,東京,0,2124,0,0
20250313B07,東京,中部,0,204,0,204
20250313B07,中部,関西,1114,275,0,204
20250313B07,中部,北陸,270,0,0,0
20250313B07,北陸,関西,900,1450,0,0
20250313B07,関西,中国,2982,2192.5,130.472,0
20250313B07,関西_関西-中国間(東),中国_関西-中国間(東),2982,2192.5,130.472,0
20250313B07,関西_関西-中国間(西),中国_関西-中国間(西),2982,2192.5,130.472,0
20250313B07,関西,四国,0,0,0,0
20250313B07,中国,四国,560,888,0,0
20250313B07,中国,九州,429,0,325,0
20250313B08,北海道,東北,0,0,0,0
20250313B08,東北,東京,0,2124,0,0
20250313B08,東京,中部,0,0,0,0
20250313B08,中部,関西,954,0,0,0
20250313B08,中部,北陸,270,0,0,0
20250313B08,北陸,関西,1052,750,16,0
20250313B08,関西,中国,2982,2239,147,0
20250313B08,関西_関西-中国間(東),中国_関西-中国間(東),2982,2239,147,0
20250313B08,関西_関西-中国間(西),中国_関西-中国間(西),2982,2239,147,0
20250313B08,関西,四国,0,0,0,0
20250313B08,中国,四国,332,924,6,0
20250313B08,中国,九州,379,0,298,0
20250314B01,北海道,東北,0,0,0,0
20250314B01,東北,東京,0,2124,0,0
20250314B01,東京,中部,0,0,0,0
20250314B01,中部,関西,924,0,0,0
20250314B01,中部,北陸,270,0,0,0
20250314B01,北陸,関西,1349,750,10,0
20250314B01,関西,中国,2982,2053,79.449,0
20250314B01,関西_関西-中国間(東),中国_関西-中国間(東),2982,2053,79.449,0
20250314B01,関西_関西-中国間(西),中国_関西-中国間(西),2982,2053,79.449,0
20250314B01,関西,四国,0,0,0,0
20250314B01,中国,四国,0,1008,0,0
20250314B01,中国,九州,369,0,199,0
20250314B02,北海道,東北,0,0,0,0
20250314B02,東北,東京,0,2124,0,0
20250314B02,東京,中部,0,267,0,0
20250314B02,中部,関西,1034,0,0,0
20250314B02,中部,北陸,270,0,0,0
20250314B02,北陸,関西,1330,750,0,0
20250314B02,関西,中国,2982,2332,161.195,0
20250314B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,2332,161.195,0
20250314B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,2332,161.195,0
20250314B02,関西,四国,0,0,0,0
20250314B02,中国,四国,0,1080,0,0
20250314B02,中国,九州,409,0,216,0
20250314B03,北海道,東北,0,0,0,0
20250314B03,東北,東京,0,2124,0,31
20250314B03,東京,中部,0,0,0,0
20250314B03,中部,関西,794,0,0,0
20250314B03,中部,北陸,270,0,0,0
20250314B03,北陸,関西,1147,750,23,0
20250314B03,関西,中国,2982,1355.5,164.716,0
20250314B03,関西_関西-中国間(東),中国_関西-中国間(東),2982,1355.5,164.716,0
20250314B03,関西_関西-中国間(西),中国_関西-中国間(西),2982,1355.5,164.716,0
20250314B03,関西,四国,0,0,0,0
20250314B03,中国,四国,132,1056,4,4
20250314B03,中国,九州,229,0,229,0
20250314B04,北海道,東北,0,0,0,0
20250314B04,東北,東京,0,2124,0,178
20250314B04,東京,中部,0,0,0,0
20250314B04,中部,関西,544,0,0,0
20250314B04,中部,北陸,270,0,0,0
20250314B04,北陸,関西,1109,1450,10,0
20250314B04,関西,中国,2982,425.5,119.03,19
20250314B04,関西_関西-中国間(東),中国_関西-中国間(東),2982,425.5,119.03,19
20250314B04,関西_関西-中国間(西),中国_関西-中国間(西),2982,425.5,119.03,19
20250314B04,関西,四国,0,0,0,0
20250314B04,中国,四国,410,588,89,19
20250314B04,中国,九州,149,50,0,11.2
20250314B05,北海道,東北,0,0,0,0
20250314B05,東北,東京,0,2124,0,135
20250314B05,東京,中部,0,0,0,0
20250314B05,中部,関西,504,0,0,0
20250314B05,中部,北陸,270,0,0,0
20250314B05,北陸,関西,1090,1450,6,0
20250314B05,関西,中国,2982,193,59.23,0
20250314B05,関西_関西-中国間(東),中国_関西-中国間(東),2982,193,59.23,0
20250314B05,関西_関西-中国間(西),中国_関西-中国間(西),2982,193,59.23,0
20250314B05,関西,四国,0,0,0,0
20250314B05,中国,四国,698,384,0,0
20250314B05,中国,九州,149,0,0,0
20250314B06,北海道,東北,0,10,0,0
20250314B06,東北,東京,0,2124,0,60
20250314B06,東京,中部,0,0,0,0
20250314B06,中部,関西,694,0,0,0
20250314B06,中部,北陸,270,0,0,0
20250314B06,北陸,関西,976,1450,7,0
20250314B06,関西,中国,2982,565,170.36,22.644
20250314B06,関西_関西-中国間(東),中国_関西-中国間(東),2982,565,170.36,22.644
20250314B06,関西_関西-中国間(西),中国_関西-中国間(西),2982,565,170.36,22.644
20250314B06,関西,四国,0,0,0,0
20250314B06,中国,四国,374,624,22.644,16.36
20250314B06,中国,九州,189,0,162,0
20250314B07,北海道,東北,0,0,0,0
20250314B07,東北,東京,0,2124,0,0
20250314B07,東京,中部,0,204,0,204
20250314B07,中部,関西,1114,275,0,204
20250314B07,中部,北陸,270,0,0,0
20250314B07,北陸,関西,900,1450,0,0
20250314B07,関西,中国,2982,2192.5,135,0
20250314B07,関西_関西-中国間(東),中国_関西-中国間(東),2982,2192.5,135,0
20250314B07,関西_関西-中国間(西),中国_関西-中国間(西),2982,2192.5,135,0
20250314B07,関西,四国,0,0,0,0
20250314B07,中国,四国,560,888,0,0
20250314B07,中国,九州,429,0,242.284,0
20250314B08,北海道,東北,0,0,0,0
20250314B08,東北,東京,0,2124,0,0
20250314B08,東京,中部,0,0,0,0
20250314B08,中部,関西,954,0,0,0
20250314B08,中部,北陸,270,0,0,0
20250314B08,北陸,関西,1052,750,16,0
20250314B08,関西,中国,2982,2239,147,0
20250314B08,関西_関西-中国間(東),中国_関西-中国間(東),2982,2239,147,0
20250314B08,関西_関西-中国間(西),中国_関西-中国間(西),2982,2239,147,0
20250314B08,関西,四国,0,0,0,0
20250314B08,中国,四国,332,924,0,0
20250314B08,中国,九州,379,0,248,0
20250315B01,北海道,東北,0,0,0,0
20250315B01,東北,東京,0,2124,0,0
20250315B01,東京,中部,0,0,0,0
20250315B01,中部,関西,824,0,0,0
20250315B01,中部,北陸,270,0,0,0
20250315B01,北陸,関西,1349,750,10,0
20250315B01,関西,中国,2982,2053,0,13.795
20250315B01,関西_関西-中国間(東),中国_関西-中国間(東),2982,2053,0,13.795
20250315B01,関西_関西-中国間(西),中国_関西-中国間(西),2982,2053,0,13.795
20250315B01,関西,四国,0,0,0,0
20250315B01,中国,四国,0,1008,0,12
20250315B01,中国,九州,349,0,27.35,0
20250315B02,北海道,東北,0,0,0,0
20250315B02,東北,東京,0,2124,0,0
20250315B02,東京,中部,0,267,0,0
20250315B02,中部,関西,914,0,0,0
20250315B02,中部,北陸,270,0,0,0
20250315B02,北陸,関西,1330,750,0,0
20250315B02,関西,中国,2982,2332,9.786,27.795
20250315B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,2332,9.786,27.795
20250315B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,2332,9.786,27.795
20250315B02,関西,四国,0,0,0,0
20250315B02,中国,四国,0,1080,0,9
20250315B02,中国,九州,379,0,77,0
20250315B03,北海道,東北,0,0,0,0
20250315B03,東北,東京,0,2124,0,0
20250315B03,東京,中部,0,0,0,0
20250315B03,中部,関西,444,0,0,0
20250315B03,中部,北陸,270,0,0,0
20250315B03,北陸,関西,787,750,23,0
20250315B03,関西,中国,2982,1355.5,233.65,38.795
20250315B03,関西_関西-中国間(東),中国_関西-中国間(東),2982,1355.5,233.65,38.795
20250315B03,関西_関西-中国間(西),中国_関西-中国間(西),2982,1355.5,233.65,38.795
20250315B03,関西,四国,0,0,0,0
20250315B03,中国,四国,102,1056,4,4
20250315B03,中国,九州,139,0,126,0
20250315B04,北海道,東北,0,0,0,0
20250315B04,東北,東京,0,2124,0,228
20250315B04,東京,中部,0,0,0,0
20250315B04,中部,関西,284,0,0,0
20250315B04,中部,北陸,270,0,0,0
20250315B04,北陸,関西,749,750,10,0
20250315B04,関西,中国,2982,425.5,37.494,22
20250315B04,関西_関西-中国間(東),中国_関西-中国間(東),2982,425.5,37.494,22
20250315B04,関西_関西-中国間(西),中国_関西-中国間(西),2982,425.5,37.494,22
20250315B04,関西,四国,0,0,0,0
20250315B04,中国,四国,390,588,0,59.494
20250315B04,中国,九州,99,0,0,0
20250315B05,北海道,東北,0,0,0,0
20250315B05,東北,東京,0,2124,0,95
20250315B05,東京,中部,0,0,0,0
20250315B05,中部,関西,304,0,0,0
20250315B05,中部,北陸,270,0,0,0
20250315B05,北陸,関西,730,750,6,0
20250315B05,関西,中国,2982,193,57.494,34.629
20250315B05,関西_関西-中国間(東),中国_関西-中国間(東),2982,193,57.494,34.629
20250315B05,関西_関西-中国間(西),中国_関西-中国間(西),2982,193,57.494,34.629
20250315B05,関西,四国,0,0,0,0
20250315B05,中国,四国,678,384,0,20
20250315B05,中国,九州,99,0,0,0
20250315B06,北海道,東北,0,0,0,0
20250315B06,東北,東京,0,2124,0,20
20250315B06,東京,中部,0,0,0,0
20250315B06,中部,関西,384,0,0,0
20250315B06,中部,北陸,270,0,0,0
20250315B06,北陸,関西,616,750,7,0
20250315B06,関西,中国,2982,565,73.355,17.155
20250315B06,関西_関西-中国間(東),中国_関西-中国間(東),2982,565,73.355,17.155
20250315B06,関西_関西-中国間(西),中国_関西-中国間(西),2982,565,73.355,17.155
20250315B06,関西,四国,0,0,0,0
20250315B06,中国,四国,344,624,56,8
20250315B06,中国,九州,109,0,0,0
20250315B07,北海道,東北,0,0,0,0
20250315B07,東北,東京,0,2124,0,0
20250315B07,東京,中部,0,204,0,204
20250315B07,中部,関西,1004,275,0,204
20250315B07,中部,北陸,270,0,0,0
20250315B07,北陸,関西,540,750,0,0
20250315B07,関西,中国,2982,2192.5,25.855,0
20250315B07,関西_関西-中国間(東),中国_関西-中国間(東),2982,2192.5,25.855,0
20250315B07,関西_関西-中国間(西),中国_関西-中国間(西),2982,2192.5,25.855,0
20250315B07,関西,四国,0,0,0,0
20250315B07,中国,四国,550,888,0,0
20250315B07,中国,九州,379,0,0,0
20250315B08,北海道,東北,0,0,0,0
20250315B08,東北,東京,0,2124,0,0
20250315B08,東京,中部,0,0,0,0
20250315B08,中部,関西,854,0,0,0
20250315B08,中部,北陸,270,0,0,0
20250315B08,北陸,関西,692,750,16,0
20250315B08,関西,中国,2982,2239,187.8,0
20250315B08,関西_関西-中国間(東),中国_関西-中国間(東),2982,2239,187.8,0
20250315B08,関西_関西-中国間(西),中国_関西-中国間(西),2982,2239,187.8,0
20250315B08,関西,四国,0,0,0,0
20250315B08,中国,四国,322,924,0,0
20250315B08,中国,九州,359,0,101.196,0
20250316B01,北海道,東北,0,0,0,0
20250316B01,東北,東京,0,2124,0,0
20250316B01,東京,中部,0,0,0,0
20250316B01,中部,関西,794,0,0,0
20250316B01,中部,北陸,270,0,0,0
20250316B01,北陸,関西,1349,750,10,0
20250316B01,関西,中国,2982,1953,0,48
20250316B01,関西_関西-中国間(東),中国_関西-中国間(東),2982,1953,0,48
20250316B01,関西_関西-中国間(西),中国_関西-中国間(西),2982,1953,0,48
20250316B01,関西,四国,0,0,0,0
20250316B01,中国,四国,0,1008,0,12
20250316B01,中国,九州,339,0,0,0
20250316B02,北海道,東北,0,0,0,0
20250316B02,東北,東京,0,2124,0,0
20250316B02,東京,中部,0,267,0,0
20250316B02,中部,関西,834,0,0,0
20250316B02,中部,北陸,270,0,0,0
20250316B02,北陸,関西,1330,750,0,0
20250316B02,関西,中国,2982,2232,9.786,27.795
20250316B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,2232,9.786,27.795
20250316B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,2232,9.786,27.795
20250316B02,関西,四国,0,0,0,0
20250316B02,中国,四国,0,1080,0,9
20250316B02,中国,九州,369,0,77,0
20250316B03,北海道,東北,0,0,0,0
20250316B03,東北,東京,0,2124,0,0
20250316B03,東京,中部,0,0,0,0
20250316B03,中部,関西,424,0,0,0
20250316B03,中部,北陸,270,0,0,0
20250316B03,北陸,関西,747,750,23,0
20250316B03,関西,中国,2982,1255.5,15,48
20250316B03,関西_関西-中国間(東),中国_関西-中国間(東),2982,1255.5,15,48
20250316B03,関西_関西-中国間(西),中国_関西-中国間(西),2982,1255.5,15,48
20250316B03,関西,四国,0,0,0,0
20250316B03,中国,四国,102,1056,4,4
20250316B03,中国,九州,149,0,0,0
20250316B04,北海道,東北,0,0,0,0
20250316B04,東北,東京,0,2124,0,228
20250316B04,東京,中部,0,0,0,0
20250316B04,中部,関西,274,0,0,0
20250316B04,中部,北陸,270,0,0,0
20250316B04,北陸,関西,709,750,10,0
20250316B04,関西,中国,2982,325.5,28,28.795
20250316B04,関西_関西-中国間(東),中国_関西-中国間(東),2982,325.5,28,28.795
20250316B04,関西_関西-中国間(西),中国_関西-中国間(西),2982,325.5,28,28.795
20250316B04,関西,四国,0,0,0,0
20250316B04,中国,四国,380,588,0,24.612
20250316B04,中国,九州,79,0,0,0
20250316B05,北海道,東北,0,0,0,0
20250316B05,東北,東京,0,2124,0,95
20250316B05,東京,中部,0,0,0,0
20250316B05,中部,関西,274,0,0,0
20250316B05,中部,北陸,270,0,0,0
20250316B05,北陸,関西,690,750,6,0
20250316B05,関西,中国,2982,93,50,50.795
20250316B05,関西_関西-中国間(東),中国_関西-中国間(東),2982,93,50,50.795
20250316B05,関西_関西-中国間(西),中国_関西-中国間(西),2982,93,50,50.795
20250316B05,関西,四国,0,0,0,0
20250316B05,中国,四国,668,384,0,66
20250316B05,中国,九州,89,0,0,0
20250316B06,北海道,東北,0,0,0,0
20250316B06,東北,東京,0,2124,0,20
20250316B06,東京,中部,0,0,0,0
20250316B06,中部,関西,354,0,0,0
20250316B06,中部,北陸,270,0,0,0
20250316B06,北陸,関西,576,750,7,0
20250316B06,関西,中国,2982,465,73.61,8
20250316B06,関西_関西-中国間(東),中国_関西-中国間(東),2982,465,73.61,8
20250316B06,関西_関西-中国間(西),中国_関西-中国間(西),2982,465,73.61,8
20250316B06,関西,四国,0,0,0,0
20250316B06,中国,四国,344,624,0,58
20250316B06,中国,九州,99,0,17,0
20250316B07,北海道,東北,0,0,0,0
20250316B07,東北,東京,0,2124,0,0
20250316B07,東京,中部,0,204,0,0
20250316B07,中部,関西,974,0,0,0
20250316B07,中部,北陸,270,0,0,0
20250316B07,北陸,関西,500,750,0,0
20250316B07,関西,中国,2982,2092.5,124.189,0
20250316B07,関西_関西-中国間(東),中国_関西-中国間(東),2982,2092.5,124.189,0
20250316B07,関西_関西-中国間(西),中国_関西-中国間(西),2982,2092.5,124.189,0
20250316B07,関西,四国,0,0,0,0
20250316B07,中国,四国,540,888,0,0
20250316B07,中国,九州,359,0,0,0
20250316B08,北海道,東北,0,0,0,0
20250316B08,東北,東京,0,2124,0,0
20250316B08,東京,中部,0,0,0,0
20250316B08,中部,関西,824,0,0,0
20250316B08,中部,北陸,270,0,0,0
20250316B08,北陸,関西,652,750,16,0
20250316B08,関西,中国,2982,2139,40.6,0
20250316B08,関西_関西-中国間(東),中国_関西-中国間(東),2982,2139,40.6,0
20250316B08,関西_関西-中国間(西),中国_関西-中国間(西),2982,2139,40.6,0
20250316B08,関西,四国,0,0,0,0
20250316B08,中国,四国,322,924,0,0
20250316B08,中国,九州,349,0,0,0
20250317B01,北海道,東北,0,0,0,0
20250317B01,東北,東京,0,2124,0,0
20250317B01,東京,中部,0,0,0,0
20250317B01,中部,関西,794,0,0,0
20250317B01,中部,北陸,270,0,0,0
20250317B01,北陸,関西,1349,750,10,0
20250317B01,関西,中国,2982,1953,44.968,0
20250317B01,関西_関西-中国間(東),中国_関西-中国間(東),2982,1953,44.968,0
20250317B01,関西_関西-中国間(西),中国_関西-中国間(西),2982,1953,44.968,0
20250317B01,関西,四国,0,0,0,0
20250317B01,中国,四国,0,1008,0,12
20250317B01,中国,九州,339,0,4,0
20250317B02,北海道,東北,0,0,0,0
20250317B02,東北,東京,0,2124,0,0
20250317B02,東京,中部,0,267,0,0
20250317B02,中部,関西,834,0,0,0
20250317B02,中部,北陸,270,0,0,0
20250317B02,北陸,関西,1330,750,0,0
20250317B02,関西,中国,2982,2232,220.325,0
20250317B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,2232,220.325,0
20250317B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,2232,220.325,0
20250317B02,関西,四国,0,0,0,0
20250317B02,中国,四国,0,1080,0,9
20250317B02,中国,九州,369,0,208,0
20250317B03,北海道,東北,0,0,0,0
20250317B03,東北,東京,0,2124,0,0
20250317B03,東京,中部,0,0,0,0
20250317B03,中部,関西,634,0,0,0
20250317B03,中部,北陸,270,0,0,0
20250317B03,北陸,関西,1077,750,23,0
20250317B03,関西,中国,2982,955.5,284.8,0
20250317B03,関西_関西-中国間(東),中国_関西-中国間(東),2982,955.5,284.8,0
20250317B03,関西_関西-中国間(西),中国_関西-中国間(西),2982,955.5,284.8,0
20250317B03,関西,四国,0,0,0,0
20250317B03,中国,四国,122,1056,4,4
20250317B03,中国,九州,209,0,176,0
20250317B04,北海道,東北,0,0,0,0
20250317B04,東北,東京,0,2124,0,228
20250317B04,東京,中部,0,0,0,0
20250317B04,中部,関西,484,0,0,0
20250317B04,中部,北陸,270,0,0,0
20250317B04,北陸,関西,1039,1450,10,0
20250317B04,関西,中国,2982,25.5,51.51,19
20250317B04,関西_関西-中国間(東),中国_関西-中国間(東),2982,25.5,51.51,19
20250317B04,関西_関西-中国間(西),中国_関西-中国間(西),2982,25.5,51.51,19
20250317B04,関西,四国,0,0,0,0
20250317B04,中国,四国,410,588,0,50
20250317B04,中国,九州,139,0,0,0
20250317B05,北海道,東北,0,0,0,0
20250317B05,東北,東京,0,2124,0,95
20250317B05,東京,中部,0,0,0,0
20250317B05,中部,関西,454,0,0,0
20250317B05,中部,北陸,270,0,0,0
20250317B05,北陸,関西,1020,1450,6,0
20250317B05,関西,中国,2982,0,90.59,0
20250317B05,関西_関西-中国間(東),中国_関西-中国間(東),2982,0,90.59,0
20250317B05,関西_関西-中国間(西),中国_関西-中国間(西),2982,0,90.59,0
20250317B05,関西,四国,0,0,0,0
20250317B05,中国,四国,698,384,0,14.843
20250317B05,中国,九州,139,0,0,0
20250317B06,北海道,東北,0,10,0,0
20250317B06,東北,東京,0,2124,0,20
20250317B06,東京,中部,0,0,0,0
20250317B06,中部,関西,634,0,0,0
20250317B06,中部,北陸,270,0,0,0
20250317B06,北陸,関西,906,1450,7,0
20250317B06,関西,中国,2982,165,106.61,0
20250317B06,関西_関西-中国間(東),中国_関西-中国間(東),2982,165,106.61,0
20250317B06,関西_関西-中国間(西),中国_関西-中国間(西),2982,165,106.61,0
20250317B06,関西,四国,0,0,0,0
20250317B06,中国,四国,364,624,0,8
20250317B06,中国,九州,179,0,42,0
20250317B07,北海道,東北,0,0,0,0
20250317B07,東北,東京,0,2124,0,0
20250317B07,東京,中部,0,204,0,204
20250317B07,中部,関西,1064,275,0,204
20250317B07,中部,北陸,270,0,0,0
20250317B07,北陸,関西,830,1450,0,0
20250317B07,関西,中国,2982,2092.5,54.079,0
20250317B07,関西_関西-中国間(東),中国_関西-中国間(東),2982,2092.5,54.079,0
20250317B07,関西_関西-中国間(西),中国_関西-中国間(西),2982,2092.5,54.079,0
20250317B07,関西,四国,0,0,0,0
20250317B07,中国,四国,560,888,0,0
20250317B07,中国,九州,409,0,58,0
20250317B08,北海道,東北,0,0,0,0
20250317B08,東北,東京,0,2124,0,0
20250317B08,東京,中部,0,0,0,0
20250317B08,中部,関西,894,0,0,0
20250317B08,中部,北陸,270,0,0,0
20250317B08,北陸,関西,982,750,16,0
20250317B08,関西,中国,2982,2139,111.418,0
20250317B08,関西_関西-中国間(東),中国_関西-中国間(東),2982,2139,111.418,0
20250317B08,関西_関西-中国間(西),中国_関西-中国間(西),2982,2139,111.418,0
20250317B08,関西,四国,0,0,0,0
20250317B08,中国,四国,322,924,0,0
20250317B08,中国,九州,369,0,101.767,0
20250318B01,北海道,東北,0,0,0,0
20250318B01,東北,東京,0,2124,0,0
20250318B01,東京,中部,0,0,0,0
20250318B01,中部,関西,864,0,0,0
20250318B01,中部,北陸,270,0,0,0
20250318B01,北陸,関西,1349,750,10,0
20250318B01,関西,中国,2982,1953,7.229,4.771
20250318B01,関西_関西-中国間(東),中国_関西-中国間(東),2982,1953,7.229,4.771
20250318B01,関西_関西-中国間(西),中国_関西-中国間(西),2982,1953,7.229,4.771
20250318B01,関西,四国,0,0,0,0
20250318B01,中国,四国,0,1008,0,12
20250318B01,中国,九州,359,0,0,0
20250318B02,北海道,東北,0,0,0,0
20250318B02,東北,東京,0,2124,0,0
20250318B02,東京,中部,0,267,0,0
20250318B02,中部,関西,964,0,0,0
20250318B02,中部,北陸,270,0,0,0
20250318B02,北陸,関西,1330,750,0,0
20250318B02,関西,中国,2982,2232,199.229,0
20250318B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,2232,199.229,0
20250318B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,2232,199.229,0
20250318B02,関西,四国,0,0,0,0
20250318B02,中国,四国,0,1080,0,9
20250318B02,中国,九州,399,0,208,0
20250318B03,北海道,東北,0,0,0,0
20250318B03,東北,東京,0,2124,0,0
20250318B03,東京,中部,0,0,0,0
20250318B03,中部,関西,694,0,0,0
20250318B03,中部,北陸,270,0,0,0
20250318B03,北陸,関西,1077,750,23,0
20250318B03,関西,中国,2982,955.5,284.8,0
20250318B03,関西_関西-中国間(東),中国_関西-中国間(東),2982,955.5,284.8,0
20250318B03,関西_関西-中国間(西),中国_関西-中国間(西),2982,955.5,284.8,0
20250318B03,関西,四国,0,0,0,0
20250318B03,中国,四国,122,1056,4,4
20250318B03,中国,九州,209,0,176,0
20250318B04,北海道,東北,0,0,0,0
20250318B04,東北,東京,0,2124,0,228
20250318B04,東京,中部,0,0,0,0
20250318B04,中部,関西,484,0,0,0
20250318B04,中部,北陸,270,0,0,0
20250318B04,北陸,関西,1039,1450,10,0
20250318B04,関西,中国,2982,25.5,60.61,0
20250318B04,関西_関西-中国間(東),中国_関西-中国間(東),2982,25.5,60.61,0
20250318B04,関西_関西-中国間(西),中国_関西-中国間(西),2982,25.5,60.61,0
20250318B04,関西,四国,0,0,0,0
20250318B04,中国,四国,410,588,0,32.61
20250318B04,中国,九州,139,0,0,0
20250318B05,北海道,東北,0,0,0,0
20250318B05,東北,東京,0,2124,0,95
20250318B05,東京,中部,0,0,0,0
20250318B05,中部,関西,454,0,0,0
20250318B05,中部,北陸,270,0,0,0
20250318B05,北陸,関西,1020,1450,6,0
20250318B05,関西,中国,2982,0,78.61,0
20250318B05,関西_関西-中国間(東),中国_関西-中国間(東),2982,0,78.61,0
20250318B05,関西_関西-中国間(西),中国_関西-中国間(西),2982,0,78.61,0
20250318B05,関西,四国,0,0,0,0
20250318B05,中国,四国,698,384,0,20
20250318B05,中国,九州,139,0,0,0
20250318B06,北海道,東北,0,10,0,0
20250318B06,東北,東京,0,2124,0,20
20250318B06,東京,中部,0,0,0,0
20250318B06,中部,関西,634,0,0,0
20250318B06,中部,北陸,270,0,0,0
20250318B06,北陸,関西,906,1450,7,0
20250318B06,関西,中国,2982,165,106.61,0
20250318B06,関西_関西-中国間(東),中国_関西-中国間(東),2982,165,106.61,0
